Id,Fare
50001,54.18570743077726
50002,8.218890622357302
50003,18.480051475267054
50004,7.367932304972051
50005,51.726054797873985
50006,7.487477097570458
50007,10.441026725927287
50008,12.473542484045707
50009,11.781835249592808
50010,9.93065255276491
50011,51.53088901935736
50012,14.861966825468349
50013,13.709813921126312
50014,23.18166437520435
50015,14.673591176422411
50016,11.696941625625838
50017,12.06341123631059
50018,11.362879747050858
50019,16.114591412991096
50020,12.788781407729422
50021,9.981214440450094
50022,12.607585289132722
50023,8.320584372553906
50024,12.489211141483208
50025,11.360980962003959
50026,14.546337521285215
50027,59.00830768115184
50028,14.740696362105172
50029,12.609829129284224
50030,13.941962341265095
50031,54.82453549172087
50032,9.892833191850224
50033,8.90851300837386
50034,5.3408753535693005
50035,23.246104872875428
50036,9.752789686648772
50037,17.011810405816775
50038,12.159683372452639
50039,13.243676342824292
50040,11.360932234999177
50041,13.549474816141077
50042,8.075374038936221
50043,8.624866669383568
50044,24.623338378759293
50045,11.956265776900144
50046,6.195512860770188
50047,48.015657599116736
50048,57.70634604571752
50049,7.730488819008221
50050,27.777617084623294
50051,8.313050376247167
50052,8.839428696363916
50053,41.88919963104622
50054,10.554776353922346
50055,8.503329121025402
50056,16.143703178013112
50057,11.189159440508307
50058,12.832748869892258
50059,6.119452554462783
50060,12.734099239497901
50061,8.083401601965429
50062,11.35860785072896
50063,5.360023429792288
50064,18.717307307953774
50065,8.11262327931093
50066,8.935527223706153
50067,28.321853133735594
50068,12.21649264128832
50069,7.096916565423463
50070,11.658421997669178
50071,13.119409835157823
50072,8.875048410034104
50073,15.066947705546632
50074,8.277610645952983
50075,13.695469507964951
50076,28.42299721475682
50077,69.43205295014407
50078,13.674021558843407
50079,8.82086052423878
50080,5.850219742633347
50081,7.799683924627893
50082,10.053157282244927
50083,12.056462634794828
50084,11.283058311041602
50085,40.58761500990909
50086,16.116145843315728
50087,12.470663829174653
50088,11.776176125594207
50089,5.095467377546917
50090,10.360130863756346
50091,8.002219574010581
50092,24.24372016784403
50093,14.850647501772409
50094,38.10198045987893
50095,49.506196146645365
50096,13.091154173126888
50097,7.287146023250461
50098,14.34912953134989
50099,49.7855222828144
50100,45.07518192779416
50101,52.049014825167326
50102,8.292105149238367
50103,21.787588584610084
50104,5.95058337756483
50105,12.674994811310478
50106,5.695600555516922
50107,7.69191532928083
50108,53.269314679451774
50109,8.303434647490867
50110,10.894673131006998
50111,8.359916934394615
50112,24.013374073811796
50113,10.524582354698557
50114,27.83411797746107
50115,7.425075974505844
50116,9.47276647253748
50117,11.081322605219036
50118,6.635183674910939
50119,8.425462313771101
50120,10.439436574961087
50121,7.831601384305856
50122,11.061207700461603
50123,23.067379462351163
50124,20.574364291866218
50125,16.64065693799018
50126,7.7472050324321815
50127,10.371742829010957
50128,11.504488284821827
50129,22.93457755225853
50130,9.922635697195213
50131,6.696724434428008
50132,10.485326062980931
50133,12.447821877545993
50134,10.983354129155822
50135,52.87732004217509
50136,7.686387991933534
50137,55.46713070473889
50138,13.148087204024648
50139,7.761675826084707
50140,11.86870864440751
50141,20.52975385437822
50142,43.37513201764072
50143,13.317505769848333
50144,6.602972779876486
50145,10.107044180166584
50146,7.936293392258112
50147,7.104498709630256
50148,7.705372296725167
50149,9.681042208762253
50150,12.800387115834752
50151,8.982316961773382
50152,9.499139380442829
50153,10.13400554717714
50154,7.599780343083332
50155,19.171683861570678
50156,6.44764786187654
50157,8.318369884932135
50158,48.79191336988028
50159,16.116752412063995
50160,7.26757091868209
50161,13.89985305805054
50162,18.94816628304114
50163,40.31875081720493
50164,8.09530053155829
50165,8.94413566485546
50166,12.7570764886139
50167,5.626937888770085
50168,13.41162743842345
50169,20.797997562057148
50170,7.770858040274774
50171,5.975889944398725
50172,6.047802477012433
50173,15.998299683713261
50174,6.287906383433207
50175,10.090107196165897
50176,7.791051836015767
50177,18.33844429535585
50178,54.00980577964158
50179,75.00385933453525
50180,8.547456859526086
50181,136.55966276519422
50182,7.366633879827406
50183,57.92529107562314
50184,53.580520223974744
50185,20.022956136052102
50186,7.812146642300373
50187,8.551765562902954
50188,17.84102312636329
50189,14.924011829372732
50190,27.293009570961736
50191,5.270877813390154
50192,5.211554465443658
50193,11.253872951814667
50194,12.852737089573226
50195,50.53721554159814
50196,15.42106552764715
50197,61.01846492433604
50198,5.361090539633793
50199,6.6655302758472
50200,55.07914545720217
50201,13.187696857395691
50202,7.2605031727328875
50203,14.287685246253998
50204,11.551479822542248
50205,17.98296599855037
50206,6.293618338855833
50207,9.941085501854843
50208,18.398920071186346
50209,8.004174011647684
50210,12.098764266954134
50211,8.342731059826185
50212,9.343492017666858
50213,14.811094816586376
50214,23.542103495078443
50215,10.078707452325952
50216,9.71650886405135
50217,46.25806872934862
50218,23.62556944879836
50219,50.78203241869409
50220,41.391548921414866
50221,11.519960290200524
50222,9.80460940426633
50223,5.340979751109829
50224,14.092519578496487
50225,9.329023920863925
50226,49.34372431348839
50227,19.87081897518489
50228,15.030712421170197
50229,10.166743366162285
50230,10.511666138878365
50231,46.57144583370526
50232,9.83079354045816
50233,7.434259417894805
50234,21.415112995832928
50235,6.64893871507747
50236,6.249519276571567
50237,11.053320730361937
50238,11.032393437347382
50239,6.874713586489134
50240,11.864541011864505
50241,14.658451980730264
50242,8.184357599936407
50243,11.89946310026516
50244,17.567770610546752
50245,9.266695837093074
50246,10.931702246453353
50247,15.569991827265293
50248,15.090619946371666
50249,45.18609792441816
50250,7.580172495541761
50251,11.670105209549048
50252,5.693059018249767
50253,7.645964111141063
50254,17.134123749584376
50255,10.377470776350535
50256,23.865769418023476
50257,11.155902528897085
50258,7.773784210160409
50259,10.115448833258561
50260,7.396631749421296
50261,21.01559496050698
50262,6.183717334816633
50263,19.973662272585017
50264,23.98798887536327
50265,14.947669630014145
50266,44.98701039214766
50267,51.96071425582693
50268,6.361905046890107
50269,13.502539395530055
50270,47.24546283049889
50271,52.33595942363242
50272,37.72879556947147
50273,11.910694081671645
50274,12.104132542851955
50275,11.255710549126636
50276,9.779999101772319
50277,14.005589748032778
50278,38.75496694174787
50279,25.088581952513223
50280,12.715204248392416
